ip,hostname,city,region,country,loc,org,postal,timezone,anycast
195.32.123.82,host82-123-32-195.dimensionesrl.eu,Milan,Lombardy,IT,"45.4643,9.1895",AS202870 Dimensione S.r.l.,20121,Europe/Rome,
138.19.103.5,138019103005.ctinets.com,Hong Kong,Central and Western,HK,"22.2783,114.1747",AS9269 Hong Kong Broadband Network Ltd.,,Asia/Hong_Kong,
17.253.27.79,uschi5-edge-bx-015.b.aaplimg.com,Chicago,Illinois,US,"41.8500,-87.6500",AS6185 Apple Inc.,60666,America/Chicago,
167.89.194.26,,Caddo Mills,Texas,US,"33.0657,-96.2278",AS40317 Peoples Communications Inc.,75135,America/Chicago,
101.181.2.191,cpe-101-181-2-191.vb03.vic.asp.telstra.net,Melbourne,Victoria,AU,"-37.8140,144.9633",AS1221 Telstra Corporation Ltd,3000,Australia/Melbourne,
120.153.10.135,cpe-120-153-10-135.qb08.qld.asp.telstra.net,Brisbane,Queensland,AU,"-27.4679,153.0281",AS1221 Telstra Corporation Ltd,4000,Australia/Brisbane,
101.177.99.141,cpe-101-177-99-141.sb05.sa.asp.telstra.net,Adelaide,South Australia,AU,"-34.9287,138.5986",AS1221 Telstra Corporation Ltd,5000,Australia/Adelaide,
17.253.125.205,usbos3-vip-bx-005.aaplimg.com,Boston,Massachusetts,US,"42.3584,-71.0598",AS6185 Apple Inc.,02108,America/New_York,
14.51.83.8,,Anyang-si,Gyeonggi-do,KR,"37.3926,126.9139",AS4766 Korea Telecom,14022,Asia/Seoul,
108.16.199.7,pool-108-16-199-7.phlapa.fios.verizon.net,South Coatesville,Pennsylvania,US,"39.9743,-75.8200",AS701 Verizon Business,19320,America/New_York,
203.51.35.50,cpe-203-51-35-50.ab01.act.asp.telstra.net,Sydney,New South Wales,AU,"-33.8678,151.2073",AS1221 Telstra Corporation Ltd,1001,Australia/Sydney,
60.227.151.192,cpe-60-227-151-192.nb02.nsw.asp.telstra.net,Sydney,New South Wales,AU,"-33.8678,151.2073",AS1221 Telstra Corporation Ltd,1001,Australia/Sydney,
216.134.233.43,,Yellville,Arkansas,US,"36.2262,-92.6849",AS18943 YELCOT TELEPHONE COMPANY,72687,America/Chicago,
69.46.58.182,,Quitman,Texas,US,"32.7960,-95.4511",AS40317 Peoples Communications Inc.,75783,America/Chicago,
172.15.22.94,,Oxford,Alabama,US,"33.6143,-85.8350","AS7018 AT&T Services, Inc.",36203,America/Chicago,
91.250.94.78,n91-250-94-78.cnet.hosteurope.de,Düsseldorf,North Rhine-Westphalia,DE,"51.2217,6.7762",AS61157 PlusServer GmbH,40210,Europe/Berlin,
37.211.88.212,,Doha,Baladīyat ad Dawḩah,QA,"25.2855,51.5310",AS42298 Ooredoo Q.S.C.,,Asia/Qatar,
82.38.23.84,croy-26-b2-v4wan-167127-cust1875.vm24.cable.virginm.net,Bristol,England,GB,"51.4552,-2.5966",AS5089 Virgin Media Limited,BS1,Europe/London,
152.117.181.115,fp9875b573.szoh307.ap.nuro.jp,Mishima,Shizuoka,JP,"35.1136,138.9071",AS2527 Sony Network Communications Inc.,411-0844,Asia/Tokyo,
58.165.250.144,cpe-58-165-250-144.4cbp-r-961.cha.qld.bigpond.net.au,Brisbane,Queensland,AU,"-27.4679,153.0281",AS1221 Telstra Corporation Ltd,4000,Australia/Brisbane,
38.125.205.19,,New York City,New York,US,"40.7143,-74.0060","AS29852 Honest Networks, LLC",10001,America/New_York,
210.123.227.150,,Daejeon,Daejeon,KR,"36.3251,127.4348",AS4766 Korea Telecom,34631,Asia/Seoul,
199.91.131.186,199-91-131-186.esrta.com,Hugo,Colorado,US,"39.1361,-103.4699",AS32281 CCT LLC,80821,America/Denver,
58.168.16.205,cpe-58-168-16-205.nb06.nsw.asp.telstra.net,Brisbane,Queensland,AU,"-27.4679,153.0281",AS1221 Telstra Corporation Ltd,4000,Australia/Brisbane,
155.137.223.1,155137223001.ctinets.com,Hong Kong,Central and Western,HK,"22.2783,114.1747",AS9269 Hong Kong Broadband Network Ltd.,,Asia/Hong_Kong,
208.111.119.227,host-208-111-119-227.htcnet.net,Greenville,Alabama,US,"31.8296,-86.6178",AS33623 Hayneville Telephone Company,36037,America/Chicago,
137.119.87.22,137-119-87-22.peoplescom.net,Mineola,Texas,US,"32.6632,-95.4883",AS40317 Peoples Communications Inc.,75773,America/Chicago,
101.180.195.23,cpe-101-180-195-23.tb01.tas.asp.telstra.net,Brisbane,Queensland,AU,"-27.4679,153.0281",AS1221 Telstra Corporation Ltd,4000,Australia/Brisbane,
185.148.120.167,mon.snip.natixis.com,Paris,Île-de-France,FR,"48.8534,2.3488",AS39899 NATIXIS SA,75000,Europe/Paris,
79.119.21.131,79-119-21-131.rdsnet.ro,Oradea,Bihor,RO,"47.0458,21.9183",AS8708 RCS & RDS SA,410001,Europe/Bucharest,
58.176.76.18,058176076018.ctinets.com,Hong Kong,Central and Western,HK,"22.2783,114.1747",AS9269 Hong Kong Broadband Network Ltd.,,Asia/Hong_Kong,
165.84.150.73,165084150073.ctinets.com,Fanling,North,HK,"22.4949,114.1395",AS9269 Hong Kong Broadband Network Ltd.,,Asia/Hong_Kong,
69.58.128.243,,Molalla,Oregon,US,"45.1473,-122.5770",AS18516 Molalla Communications Systems Inc.,97038,America/Los_Angeles,
81.233.96.171,81-233-96-171-no2470.tbcn.telia.com,Nyköping,Södermanland,SE,"58.7530,17.0079",AS3301 Telia Company AB,611 67,Europe/Stockholm,
64.253.79.223,inet-64-253-79-223.industryinet.com,Industry,Texas,US,"29.9724,-96.5022","AS32262 Industry I-Net, Inc.",78944,America/Chicago,
193.111.50.113,tech-confroom.kv.wnet.ua,Kyiv,Kyiv City,UA,"50.4547,30.5238",AS1820 WNET TELECOM USA Corp.,03027,Europe/Kyiv,
216.134.236.83,,Yellville,Arkansas,US,"36.2262,-92.6849",AS18943 YELCOT TELEPHONE COMPANY,72687,America/Chicago,
24.28.107.251,mta-24-28-107-251.tx.rr.com,Austin,Texas,US,"30.4300,-97.8326",AS11427 Charter Communications Inc,78726,America/Chicago,
61.92.66.54,061092066054.ctinets.com,Hong Kong,Central and Western,HK,"22.2783,114.1747",AS9269 Hong Kong Broadband Network Ltd.,,Asia/Hong_Kong,
185.60.97.244,,Braunschweig,Lower Saxony,DE,"52.2659,10.5267",AS205505 Volkswagen Financial Services AG,38100,Europe/Berlin,
216.46.126.79,,Dallas,Texas,US,"32.7831,-96.8067","AS11409 Equifax, Inc.",75201,America/Chicago,
17.253.3.213,usnyc3-vip-get-001.a.aaplimg.com,New York City,New York,US,"40.7143,-74.0060",AS6185 Apple Inc.,10001,America/New_York,
66.63.247.139,inet-66-63-247-139.industryinet.com,Bellville,Texas,US,"29.9502,-96.2572","AS32262 Industry I-Net, Inc.",77418,America/Chicago,
167.89.220.151,,Alba,Texas,US,"32.7929,-95.6344",AS40317 Peoples Communications Inc.,75410,America/Chicago,
210.6.96.162,210006096162.ctinets.com,Hong Kong,Central and Western,HK,"22.2783,114.1747",AS9269 Hong Kong Broadband Network Ltd.,,Asia/Hong_Kong,
154.27.17.195,,New York City,New York,US,"40.7143,-74.0060","AS29852 Honest Networks, LLC",10001,America/New_York,
63.175.3.18,,Santa Anna,Texas,US,"31.7421,-99.3217",AS18618 west central wireless,76878,America/Chicago,
137.119.86.181,137-119-86-181.peoplescom.net,Mineola,Texas,US,"32.6632,-95.4883",AS40317 Peoples Communications Inc.,75773,America/Chicago,
17.253.15.218,defra1-vip-get-003.b.aaplimg.com,Frankfurt am Main,Hesse,DE,"50.1155,8.6842",AS6185 Apple Inc.,60306,Europe/Berlin,
67.210.190.126,67-210-190-126.fidnet.com,Gerald,Missouri,US,"38.3998,-91.3307",AS11976 Fidelity Communication International Inc.,63037,America/Chicago,
101.182.87.169,cpe-101-182-87-169.vb13.vic.asp.telstra.net,Melbourne,Victoria,AU,"-37.8140,144.9633",AS1221 Telstra Corporation Ltd,3000,Australia/Melbourne,
195.32.124.45,host45-124-32-195.dimensionesrl.eu,Milan,Lombardy,IT,"45.4643,9.1895",AS202870 Dimensione S.r.l.,20121,Europe/Rome,
199.47.250.49,mcfiuu.myakkatech.com,Utopia,Florida,US,"27.2901,-82.3601","AS16803 Myakka Technologies, Inc.",34240,America/New_York,
203.7.171.105,,Curug,Banten,ID,"-6.2658,106.5564",AS55691 Universitas Multimedia Nusantara,,Asia/Jakarta,
138.19.55.141,138019055141.ctinets.com,Tseung Kwan O,Sai Kung,HK,"22.3279,114.2499",AS9269 Hong Kong Broadband Network Ltd.,,Asia/Hong_Kong,
195.32.115.22,host22-115-32-195.dimensionesrl.eu,Milan,Lombardy,IT,"45.4643,9.1895",AS202870 Dimensione S.r.l.,20121,Europe/Rome,
17.253.126.133,usdal4-edge-get-003.a.aaplimg.com,Dallas,Texas,US,"32.7831,-96.8067",AS714 Apple Inc.,75201,America/Chicago,
195.32.115.127,host127-115-32-195.dimensionesrl.eu,Milan,Lombardy,IT,"45.4643,9.1895",AS202870 Dimensione S.r.l.,20121,Europe/Rome,
223.19.81.46,46-81-19-223-on-nets.com,Hong Kong,Central and Western,HK,"22.2783,114.1747",AS9304 HGC Global Communications Limited,,Asia/Hong_Kong,
153.144.35.250,i153-144-35-250.s41.a033.ap.plala.or.jp,Okayama,Okayama,JP,"34.6499,133.9294",AS4713 NTT Communications Corporation,700-0842,Asia/Tokyo,
176.28.27.110,mdm-beurer.telekom.ebf.de,Düsseldorf,North Rhine-Westphalia,DE,"51.2217,6.7762",AS61157 PlusServer GmbH,40210,Europe/Berlin,
212.248.55.78,,Moscow,Moscow,RU,"55.7522,37.6156",AS8359 MTS PJSC,101000,Europe/Moscow,
124.177.202.210,cpe-124-177-202-210.wb01.wa.asp.telstra.net,Brisbane,Queensland,AU,"-27.4679,153.0281",AS1221 Telstra Corporation Ltd,4000,Australia/Brisbane,
95.87.194.154,95-87-194-154.net1.bg,Sofia,Sofia-Capital,BG,"42.6975,23.3241",AS8866 Vivacom Bulgaria EAD,1000,Europe/Sofia,
220.118.170.244,,Gwangmyeong,Gyeonggi-do,KR,"37.4772,126.8664",AS4766 Korea Telecom,14212,Asia/Seoul,
38.23.8.35,,Darien,Georgia,US,"31.3702,-81.4340","AS22646 Hargray Communications Group, Inc.",31305,America/New_York,
17.253.15.63,defra1-edge-bx-007.b.aaplimg.com,Frankfurt am Main,Hesse,DE,"50.1155,8.6842",AS6185 Apple Inc.,60306,Europe/Berlin,
195.32.115.10,host10-115-32-195.dimensionesrl.eu,Milan,Lombardy,IT,"45.4643,9.1895",AS202870 Dimensione S.r.l.,20121,Europe/Rome,
47.24.198.159,047-024-198-159.res.spectrum.com,Chesterfield,Missouri,US,"38.6491,-90.5358",AS20115 Charter Communications,63017,America/Chicago,
17.253.3.13,usnyc3-edge-bx-007.a.aaplimg.com,New York City,New York,US,"40.7143,-74.0060",AS6185 Apple Inc.,10001,America/New_York,
17.253.82.135,uslax1-edge-get-012.a.aaplimg.com,Los Angeles,California,US,"34.0522,-118.2437",AS6185 Apple Inc.,90009,America/Los_Angeles,
170.250.126.146,170.250.126.146.hwccustomers.com,Riviera Beach,Florida,US,"26.7753,-80.0581",AS23089 Hotwire Communications,33404,America/New_York,
101.176.138.55,cpe-101-176-138-55.nb12.nsw.asp.telstra.net,Sydney,New South Wales,AU,"-33.8678,151.2073",AS1221 Telstra Corporation Ltd,1001,Australia/Sydney,
120.147.134.99,cpe-120-147-134-99.vb10.vic.asp.telstra.net,Melbourne,Victoria,AU,"-37.8140,144.9633",AS1221 Telstra Corporation Ltd,3000,Australia/Melbourne,
61.7.131.156,,Pak Chong,Nakhon Ratchasima,TH,"14.7080,101.4161","AS131090 CAT TELECOM Public Company Ltd,CAT",30130,Asia/Bangkok,
62.138.212.194,,Düsseldorf,North Rhine-Westphalia,DE,"51.2217,6.7762",AS61157 PlusServer GmbH,40210,Europe/Berlin,
1.238.165.220,,Suwon,Gyeonggi-do,KR,"37.2892,127.0115",AS9318 SK Broadband Co Ltd,16270,Asia/Seoul,
110.149.139.48,cpe-110-149-139-48.bpw5-r-038.win.vic.bigpond.net.au,Sydney,New South Wales,AU,"-33.8678,151.2073",AS1221 Telstra Corporation Ltd,1001,Australia/Sydney,
195.32.119.20,host20-119-32-195.dimensionesrl.eu,Milan,Lombardy,IT,"45.4643,9.1895",AS202870 Dimensione S.r.l.,20121,Europe/Rome,
17.253.27.5,uschi5-edge-bx-003.a.aaplimg.com,Chicago,Illinois,US,"41.8500,-87.6500",AS6185 Apple Inc.,60666,America/Chicago,
68.168.206.60,,Josephine,Texas,US,"33.0612,-96.3072",AS40317 Peoples Communications Inc.,75164,America/Chicago,
211.247.26.57,,Cheonan,Chungcheongnam-do,KR,"36.8065,127.1522",AS9756 SK Broadband Co Ltd,31126,Asia/Seoul,
120.155.142.124,cpe-120-155-142-124.qb03.qld.asp.telstra.net,Brisbane,Queensland,AU,"-27.4679,153.0281",AS1221 Telstra Corporation Ltd,4000,Australia/Brisbane,
213.168.190.159,,Prague,Prague,CZ,"50.0880,14.4208",AS15614 Dragon Internet a.s.,110 00,Europe/Prague,
124.244.6.60,124244006060.ctinets.com,Hong Kong,Central and Western,HK,"22.2783,114.1747",AS9269 Hong Kong Broadband Network Ltd.,,Asia/Hong_Kong,
67.20.19.136,67-20-19-136.fidnet.com,Sullivan,Missouri,US,"38.2081,-91.1604",AS11976 Fidelity Communication International Inc.,63080,America/Chicago,
60.100.86.188,softbank060100086188.bbtec.net,Machida,Tokyo,JP,"35.5403,139.4508",AS17676 SoftBank Corp.,290-0267,Asia/Tokyo,
59.148.87.181,059148087181.ctinets.com,Hong Kong,Central and Western,HK,"22.2783,114.1747",AS9269 Hong Kong Broadband Network Ltd.,,Asia/Hong_Kong,
128.254.236.58,128-254-236-58.web-access.net,Coleman,Texas,US,"31.8274,-99.4265",AS18618 west central wireless,76834,America/Chicago,
87.103.253.246,,Novosibirsk,Novosibirsk Oblast,RU,"55.0415,82.9346",AS12389 PJSC Rostelecom,630000,Asia/Novosibirsk,
38.125.78.118,,Stamford,Connecticut,US,"41.0534,-73.5387","AS29852 Honest Networks, LLC",06901,America/New_York,
120.148.50.171,cpe-120-148-50-171.vb07.vic.asp.telstra.net,Melbourne,Victoria,AU,"-37.8140,144.9633",AS1221 Telstra Corporation Ltd,3000,Australia/Melbourne,
208.126.79.216,casy-3-208-126-79-216.dsl.netins.net,Casey,Iowa,US,"41.5050,-94.5194",AS5056 Aureon Network Services,50048,America/Chicago,
59.138.35.165,kd059138035165.ppp-bb.dion.ne.jp,Hatsudai,Tokyo,JP,"35.6843,139.6806",AS2516 KDDI CORPORATION,151-0071,Asia/Tokyo,
138.19.161.231,138019161231.ctinets.com,Hong Kong,Central and Western,HK,"22.2783,114.1747",AS9269 Hong Kong Broadband Network Ltd.,,Asia/Hong_Kong,
159.196.48.253,159-196-48-253.9fc430.adl.static.aussiebb.net,Adelaide,South Australia,AU,"-34.9287,138.5986",AS4764 Aussie Broadband,5000,Australia/Adelaide,
162.255.184.150,150.184.255.162.in-addr.arpa.dsldhcp.westco.net,Cassville,West Virginia,US,"39.6656,-80.0637",AS40794 Westco Internet,26527,America/New_York,
17.253.49.13,usmes2-edge-bx-007.aaplimg.com,Minneapolis,Minnesota,US,"44.9800,-93.2638",AS6185 Apple Inc.,55401,America/Chicago,
58.176.152.206,058176152206.ctinets.com,Hong Kong,Central and Western,HK,"22.2783,114.1747",AS9269 Hong Kong Broadband Network Ltd.,,Asia/Hong_Kong,
84.49.147.4,4.84-49-147.nextgentel.com,Oslo,Oslo,NO,"59.9127,10.7461",AS15659 NextGenTel AS,0001,Europe/Oslo,
137.119.93.250,137-119-93-250.peoplescom.net,Mineola,Texas,US,"32.6632,-95.4883",AS40317 Peoples Communications Inc.,75773,America/Chicago,
17.253.39.45,sesto4-edge-bx-023.aaplimg.com,Kista,Stockholm,SE,"59.4032,17.9448",AS6185 Apple Inc.,164 00,Europe/Stockholm,
167.89.194.6,,Josephine,Texas,US,"33.0612,-96.3072",AS40317 Peoples Communications Inc.,75164,America/Chicago,
138.19.145.246,138019145246.ctinets.com,Hong Kong,Central and Western,HK,"22.2783,114.1747",AS9269 Hong Kong Broadband Network Ltd.,,Asia/Hong_Kong,
31.5.169.235,,Cosoba,Giurgiu,RO,"44.5227,25.8190",AS12302 Vodafone Romania S.A.,087152,Europe/Bucharest,
195.32.121.20,host20-121-32-195.dimensionesrl.eu,Milan,Lombardy,IT,"45.4643,9.1895",AS202870 Dimensione S.r.l.,20121,Europe/Rome,
80.237.221.202,n80-237-221-202.iblknet.hosteurope.de,Düsseldorf,North Rhine-Westphalia,DE,"51.2217,6.7762",AS61157 PlusServer GmbH,40210,Europe/Berlin,
17.253.17.67,usscz2-edge-bx-034.aaplimg.com,Santa Clara,California,US,"37.3541,-121.9552",AS6185 Apple Inc.,95050,America/Los_Angeles,
85.130.222.174,,Petaẖ Tiqva,Central District,IL,"32.0871,34.8875","AS6810 ""Bezeq""- THE ISRAEL TELECOMMUNICATION CORP. LTD.",,Asia/Jerusalem,
76.77.31.37,dsl-76-77-31-37.networklubbock.net,Wellman,Texas,US,"33.1826,-102.5768","AS397361 Poka Lambro Telephone Cooperative, Inc.",79376,America/Chicago,
72.172.193.203,72-172-193-203.fidnet.com,Owensville,Missouri,US,"38.3456,-91.5015",AS11976 Fidelity Communication International Inc.,65066,America/Chicago,
167.179.178.101,167-179-178-101.a7b3b2.bne.nbn.aussiebb.net,Brisbane,Queensland,AU,"-27.4679,153.0281",AS4764 Aussie Broadband,4000,Australia/Brisbane,
220.132.128.168,220-132-128-168.hinet-ip.hinet.net,Xindian,Taipei,TW,"24.9600,121.5389",AS3462 Data Communication Business Group,,Asia/Taipei,
125.59.34.178,cm125-59-34-178.hkcable.com.hk,Hong Kong,Central and Western,HK,"22.2783,114.1747",AS9908 HK Cable TV Ltd,,Asia/Hong_Kong,
195.32.64.20,net20-64-32-195.dimensionesrl.eu,Milan,Lombardy,IT,"45.4643,9.1895",AS202870 Dimensione S.r.l.,20121,Europe/Rome,
61.92.40.13,061092040013.ctinets.com,Hong Kong,Central and Western,HK,"22.2783,114.1747",AS9269 Hong Kong Broadband Network Ltd.,,Asia/Hong_Kong,
45.80.89.167,,Reẖovot,Central District,IL,"31.8942,34.8120",AS208905 Tamares Telecom Ltd,,Asia/Jerusalem,
23.184.208.19,,New York City,New York,US,"40.7143,-74.0060","AS29852 Honest Networks, LLC",10001,America/New_York,
1.123.234.67,cpe-1-223-234-67.bpw7-r-032.way.wa.bigpond.net.au,Melbourne,Victoria,AU,"-37.8140,144.9633",AS1221 Telstra Corporation Ltd,3000,Australia/Melbourne,
208.123.232.27,dsl-232-27.geneseo.net,Geneseo,Illinois,US,"41.4481,-90.1543",AS15129 Geneseo Telephone Company,61254,America/Chicago,
1.20.93.37,,Bangkok,Bangkok,TH,"13.7540,100.5014",AS23969 TOT Public Company Limited,10200,Asia/Bangkok,
121.213.183.96,cpe-121-213-183-96.qb01.qld.asp.telstra.net,Brisbane,Queensland,AU,"-27.4679,153.0281",AS1221 Telstra Corporation Ltd,4000,Australia/Brisbane,
61.16.86.134,,Singapore,Singapore,SG,"1.2897,103.8501",AS23856 SPTEL PTE. LTD.,018989,Asia/Singapore,
159.196.57.241,,Adelaide,South Australia,AU,"-34.9287,138.5986",AS4764 Aussie Broadband,5000,Australia/Adelaide,
195.32.114.60,host60-114-32-195.dimensionesrl.eu,Milan,Lombardy,IT,"45.4643,9.1895",AS202870 Dimensione S.r.l.,20121,Europe/Rome,
198.68.208.38,198-68-208-38.web-access.net,Coleman,Texas,US,"31.8274,-99.4265",AS18618 west central wireless,76834,America/Chicago,
162.255.4.12,,Santa Monica,California,US,"33.9779,-118.4525","AS23316 Bel Air Internet, LLC",90292,America/Los_Angeles,
65.65.157.185,65-65-157-185.dsl.bigbend.net,Alpine,Texas,US,"30.2631,-103.6541","AS7018 AT&T Services, Inc.",79830,America/Chicago,
101.78.243.58,,Hong Kong,Central and Western,HK,"22.2783,114.1747",AS9381 HKBN Enterprise Solutions HK Limited,,Asia/Hong_Kong,
167.89.231.5,,Van,Texas,US,"32.5249,-95.6372",AS40317 Peoples Communications Inc.,75790,America/Chicago,
110.144.168.78,cpe-110-144-168-78.vb04.vic.asp.telstra.net,Sydney,New South Wales,AU,"-33.8678,151.2073",AS1221 Telstra Corporation Ltd,1001,Australia/Sydney,
17.253.63.15,iedub1-edge-bx-008.aaplimg.com,Dublin,Leinster,IE,"53.3331,-6.2489",AS6185 Apple Inc.,D02,Europe/Dublin,
199.193.213.179,199-193-213-179.ptcnet.net,Pierce,Nebraska,US,"42.1992,-97.5267","AS46328 Four-U Technologies, LLC",68767,America/Chicago,
123.202.76.11,123202076011.ctinets.com,Hong Kong,Central and Western,HK,"22.2783,114.1747",AS9269 Hong Kong Broadband Network Ltd.,,Asia/Hong_Kong,
17.253.57.25,defra3-edge-bx-013.aaplimg.com,Frankfurt am Main,Hesse,DE,"50.1155,8.6842",AS6185 Apple Inc.,60306,Europe/Berlin,
1.123.161.214,cpe-1-123-161-214.nb16.nsw.asp.telstra.net,Sydney,New South Wales,AU,"-33.8678,151.2073",AS1221 Telstra Corporation Ltd,1001,Australia/Sydney,
119.247.83.192,119247083192.ctinets.com,Hong Kong,Central and Western,HK,"22.2783,114.1747",AS9269 Hong Kong Broadband Network Ltd.,,Asia/Hong_Kong,
207.40.144.243,,Santa Anna,Texas,US,"31.7421,-99.3217",AS18618 west central wireless,76878,America/Chicago,
124.244.201.167,124244201167.ctinets.com,Hong Kong,Central and Western,HK,"22.2783,114.1747",AS9269 Hong Kong Broadband Network Ltd.,,Asia/Hong_Kong,
208.123.242.20,dsl-242-20.geneseo.net,Atkinson,Illinois,US,"41.4209,-90.0151",AS15129 Geneseo Telephone Company,61235,America/Chicago,
81.204.139.174,81-204-139-174.fixed.kpn.net,Utrecht,Utrecht,NL,"52.0908,5.1222",AS1136 KPN B.V.,3511,Europe/Amsterdam,
75.137.176.235,075-137-176-235.res.spectrum.com,LaGrange,Georgia,US,"33.0243,-85.0739",AS20115 Charter Communications,30240,America/New_York,
17.253.3.39,usnyc3-edge-bx-020.b.aaplimg.com,New York City,New York,US,"40.7143,-74.0060",AS6185 Apple Inc.,10001,America/New_York,
58.173.34.206,cpe-58-173-34-206.wb05.wa.asp.telstra.net,Perth,Western Australia,AU,"-31.9522,115.8614",AS1221 Telstra Corporation Ltd,6000,Australia/Perth,
208.123.246.131,dsl-246-131.geneseo.net,Cambridge,Illinois,US,"41.3036,-90.1929",AS15129 Geneseo Telephone Company,61238,America/Chicago,
101.190.186.247,cpe-101-190-186-247.nb15.nsw.asp.telstra.net,Sydney,New South Wales,AU,"-33.8678,151.2073",AS1221 Telstra Corporation Ltd,1001,Australia/Sydney,
144.134.128.124,cpe-144-134-128-124.qb05.qld.asp.telstra.net,Brisbane,Queensland,AU,"-27.4679,153.0281",AS1221 Telstra Corporation Ltd,4000,Australia/Brisbane,
167.89.211.58,,Emory,Texas,US,"32.8746,-95.7655",AS40317 Peoples Communications Inc.,75440,America/Chicago,
212.44.136.230,,Moscow,Moscow,RU,"55.7522,37.6156","AS3216 PJSC ""Vimpelcom""",101000,Europe/Moscow,
192.174.26.55,192-174-26-55.esrta.com,Hugo,Colorado,US,"39.1361,-103.4699",AS32281 CCT LLC,80821,America/Denver,
203.40.73.123,cpe-203-40-73-123.nb05.nsw.asp.telstra.net,Sydney,New South Wales,AU,"-33.8678,151.2073",AS1221 Telstra Corporation Ltd,1001,Australia/Sydney,
195.32.121.167,host167-121-32-195.dimensionesrl.eu,Milan,Lombardy,IT,"45.4643,9.1895",AS202870 Dimensione S.r.l.,20121,Europe/Rome,
167.89.210.238,,Yantis,Texas,US,"32.9304,-95.5750",AS40317 Peoples Communications Inc.,75497,America/Chicago,
173.224.25.152,173-224-25-152.hartel.net,Pierce,Nebraska,US,"42.1992,-97.5267","AS46328 Four-U Technologies, LLC",68767,America/Chicago,
101.181.116.178,cpe-101-181-116-178.vb03.vic.asp.telstra.net,Melbourne,Victoria,AU,"-37.8140,144.9633",AS1221 Telstra Corporation Ltd,3000,Australia/Melbourne,
110.235.0.91,110235000091.ctinets.com,Hong Kong,Central and Western,HK,"22.2783,114.1747",AS9269 Hong Kong Broadband Network Ltd.,,Asia/Hong_Kong,
216.229.94.132,216-229-94-132.fidnet.com,Sullivan,Missouri,US,"38.2081,-91.1604",AS11976 Fidelity Communication International Inc.,63080,America/Chicago,
198.153.110.252,,Panora,Iowa,US,"41.6917,-94.3630",AS5056 Aureon Network Services,50216,America/Chicago,
17.253.75.13,jposa3-edge-bx-007.aaplimg.com,Osaka,Ōsaka,JP,"34.6866,135.5196",AS6185 Apple Inc.,540-0008,Asia/Tokyo,
